Time,Precinct,Rsq,Feature
12-2019,75,0.728539377,Parking Violations
01-2017,76,0.627222569,Parking Violations
02-2017,76,1.188979498,Parking Violations
03-2017,76,0.442770511,Parking Violations
04-2017,76,0.7686238,Parking Violations
05-2017,76,0.590450932,Parking Violations
06-2017,76,0.74142687,Parking Violations
07-2017,76,0.395224802,Parking Violations
08-2017,76,0.636247082,Parking Violations
09-2017,76,0.498868584,Parking Violations
10-2017,76,0.741309117,Parking Violations
11-2017,76,0.712808539,Parking Violations
12-2017,76,1.046017803,Parking Violations
01-2018,76,0.896279161,Parking Violations
02-2018,76,0.852645386,Parking Violations
03-2018,76,1.022087868,Parking Violations
04-2018,76,0.720704037,Parking Violations
05-2018,76,0.950536824,Parking Violations
06-2018,76,0.607470689,Parking Violations
07-2018,76,0.648419765,Parking Violations
08-2018,76,0.783440031,Parking Violations
09-2018,76,0.808741202,Parking Violations
10-2018,76,0.660733356,Parking Violations
11-2018,76,0.455474222,Parking Violations
12-2018,76,0.719299216,Parking Violations
01-2019,76,1.040322036,Parking Violations
02-2019,76,0.839054115,Parking Violations
03-2019,76,0.650170399,Parking Violations
04-2019,76,0.732286276,Parking Violations
05-2019,76,0.834259167,Parking Violations
06-2019,76,0.96938457,Parking Violations
07-2019,76,0.662308678,Parking Violations
08-2019,76,0.507569736,Parking Violations
09-2019,76,0.653334767,Parking Violations
10-2019,76,1.268352544,Parking Violations
11-2019,76,0.871103112,Parking Violations
12-2019,76,0.764027691,Parking Violations
01-2017,77,0.973676856,Parking Violations
02-2017,77,0.724525605,Parking Violations
03-2017,77,0.38175103,Parking Violations
04-2017,77,1.312816091,Parking Violations
05-2017,77,0.827369355,Parking Violations
06-2017,77,0.604020553,Parking Violations
07-2017,77,0.20813561,Parking Violations
08-2017,77,1.090203819,Parking Violations
09-2017,77,0.578876466,Parking Violations
10-2017,77,0.86806123,Parking Violations
11-2017,77,0.838162679,Parking Violations
12-2017,77,0.911466983,Parking Violations
01-2018,77,0.893479308,Parking Violations
02-2018,77,0.565845799,Parking Violations
03-2018,77,0.744342476,Parking Violations
04-2018,77,0.664893261,Parking Violations
05-2018,77,0.835698838,Parking Violations
06-2018,77,0.601863604,Parking Violations
07-2018,77,0.62333641,Parking Violations
08-2018,77,0.573971448,Parking Violations
09-2018,77,0.080003922,Parking Violations
10-2018,77,0.856657987,Parking Violations
11-2018,77,0.789035756,Parking Violations
12-2018,77,0.508765598,Parking Violations
01-2019,77,0.800399885,Parking Violations
02-2019,77,0.798434999,Parking Violations
03-2019,77,1.193282973,Parking Violations
04-2019,77,0.644156648,Parking Violations
05-2019,77,0.825937833,Parking Violations
06-2019,77,1.090944816,Parking Violations
07-2019,77,0.983837082,Parking Violations
08-2019,77,1.086290015,Parking Violations
09-2019,77,0.966299647,Parking Violations
10-2019,77,0.707547901,Parking Violations
11-2019,77,0.895168468,Parking Violations
12-2019,77,0.871086205,Parking Violations
01-2017,78,0.028390157,Parking Violations
02-2017,78,0.909816384,Parking Violations
03-2017,78,0.816456854,Parking Violations
04-2017,78,0.583843631,Parking Violations
05-2017,78,0.87160505,Parking Violations
06-2017,78,0.622533531,Parking Violations
07-2017,78,0.240105905,Parking Violations
08-2017,78,0.996418552,Parking Violations
09-2017,78,0.277062924,Parking Violations
10-2017,78,1.007789006,Parking Violations
11-2017,78,0.220687879,Parking Violations
12-2017,78,0.64368896,Parking Violations
01-2018,78,0.846832468,Parking Violations
02-2018,78,0.953003947,Parking Violations
03-2018,78,0.368149424,Parking Violations
04-2018,78,0.832417824,Parking Violations
05-2018,78,0.903343475,Parking Violations
06-2018,78,0.858652281,Parking Violations
07-2018,78,1.092437086,Parking Violations
08-2018,78,0.8010582,Parking Violations
09-2018,78,1.044236645,Parking Violations
10-2018,78,0.766351078,Parking Violations
11-2018,78,1.144190106,Parking Violations
12-2018,78,0.796451618,Parking Violations
01-2019,78,0.961625065,Parking Violations
02-2019,78,0.512063104,Parking Violations
03-2019,78,0.606030013,Parking Violations
04-2019,78,1.168701774,Parking Violations
05-2019,78,0.537220228,Parking Violations
06-2019,78,0.300965345,Parking Violations
07-2019,78,0.785860706,Parking Violations
08-2019,78,0.932051509,Parking Violations
09-2019,78,0.845248976,Parking Violations
10-2019,78,0.801141141,Parking Violations
11-2019,78,0.61727992,Parking Violations
12-2019,78,0.721019991,Parking Violations
01-2017,79,0.935324826,Parking Violations
02-2017,79,0.977755253,Parking Violations
03-2017,79,1.003309956,Parking Violations
04-2017,79,0.487020974,Parking Violations
05-2017,79,0.811290176,Parking Violations
06-2017,79,0.599895434,Parking Violations
07-2017,79,1.002413916,Parking Violations
08-2017,79,0.94423484,Parking Violations
09-2017,79,1.022691462,Parking Violations
10-2017,79,0.759380202,Parking Violations
11-2017,79,0.795824717,Parking Violations
12-2017,79,0.769652951,Parking Violations
01-2018,79,0.780770782,Parking Violations
02-2018,79,0.709154746,Parking Violations
03-2018,79,1.020605368,Parking Violations
04-2018,79,0.999495873,Parking Violations
05-2018,79,1.015527421,Parking Violations
06-2018,79,0.337472703,Parking Violations
07-2018,79,0.831543059,Parking Violations
08-2018,79,0.375436988,Parking Violations
09-2018,79,1.029692614,Parking Violations
10-2018,79,1.110345766,Parking Violations
11-2018,79,0.418565172,Parking Violations
12-2018,79,1.080736613,Parking Violations
01-2019,79,0.680266171,Parking Violations
02-2019,79,0.951218843,Parking Violations
03-2019,79,0.814690556,Parking Violations
04-2019,79,0.591986414,Parking Violations
05-2019,79,0.853947288,Parking Violations
06-2019,79,0.385425408,Parking Violations
07-2019,79,0.347778796,Parking Violations
08-2019,79,0.370980137,Parking Violations
09-2019,79,0.671632607,Parking Violations
10-2019,79,0.862963035,Parking Violations
11-2019,79,0.328893399,Parking Violations
12-2019,79,0.941149503,Parking Violations
01-2017,81,0.976012399,Parking Violations
02-2017,81,0.818048131,Parking Violations
03-2017,81,0.63347149,Parking Violations
04-2017,81,0.599033514,Parking Violations
05-2017,81,0.474668821,Parking Violations
06-2017,81,0.728275076,Parking Violations
07-2017,81,0.815726279,Parking Violations
08-2017,81,0.768141953,Parking Violations
09-2017,81,0.257822587,Parking Violations
10-2017,81,0.576228987,Parking Violations
11-2017,81,0.299097297,Parking Violations
12-2017,81,0.854174225,Parking Violations
01-2018,81,0.516587131,Parking Violations
02-2018,81,0.777349529,Parking Violations
03-2018,81,0.81222542,Parking Violations
04-2018,81,0.588143183,Parking Violations
05-2018,81,1.225827815,Parking Violations
06-2018,81,0.572628555,Parking Violations
07-2018,81,0.836524733,Parking Violations
08-2018,81,1.093846495,Parking Violations
09-2018,81,0.84574008,Parking Violations
10-2018,81,0.725477296,Parking Violations
11-2018,81,0.94278068,Parking Violations
12-2018,81,0.312783101,Parking Violations
01-2019,81,0.844919768,Parking Violations
02-2019,81,0.969018714,Parking Violations
03-2019,81,0.474474305,Parking Violations
04-2019,81,0.563769063,Parking Violations
05-2019,81,1.164864589,Parking Violations
06-2019,81,0.413206574,Parking Violations
07-2019,81,1.092051468,Parking Violations
08-2019,81,0.99278338,Parking Violations
09-2019,81,1.013254337,Parking Violations
10-2019,81,0.513858303,Parking Violations
11-2019,81,0.422776451,Parking Violations
12-2019,81,0.614099218,Parking Violations
01-2017,83,1.030241226,Parking Violations
02-2017,83,0.99273882,Parking Violations
03-2017,83,0.782075866,Parking Violations
04-2017,83,0.7769875,Parking Violations
05-2017,83,0.80224467,Parking Violations
06-2017,83,0.623054752,Parking Violations
07-2017,83,1.15056145,Parking Violations
08-2017,83,0.795868415,Parking Violations
09-2017,83,0.491451221,Parking Violations
10-2017,83,0.830651814,Parking Violations
11-2017,83,1.058456933,Parking Violations
12-2017,83,0.761853626,Parking Violations
01-2018,83,0.886630726,Parking Violations
02-2018,83,0.701567282,Parking Violations
03-2018,83,0.60837501,Parking Violations
04-2018,83,0.835207606,Parking Violations
05-2018,83,1.300145441,Parking Violations
06-2018,83,0.574127739,Parking Violations
07-2018,83,0.655774697,Parking Violations
08-2018,83,0.702489156,Parking Violations
09-2018,83,1.002606995,Parking Violations
10-2018,83,0.740342247,Parking Violations
11-2018,83,0.653403792,Parking Violations
12-2018,83,0.432370379,Parking Violations
01-2019,83,1.014234911,Parking Violations
02-2019,83,1.120935943,Parking Violations
03-2019,83,0.791680074,Parking Violations
04-2019,83,0.658105394,Parking Violations
05-2019,83,0.708683187,Parking Violations
06-2019,83,1.0244233,Parking Violations
07-2019,83,0.894406813,Parking Violations
08-2019,83,0.855995067,Parking Violations
09-2019,83,0.602722319,Parking Violations
10-2019,83,1.205706329,Parking Violations
11-2019,83,0.683137711,Parking Violations
12-2019,83,0.995419664,Parking Violations
01-2017,84,0.925239875,Parking Violations
02-2017,84,0.276832745,Parking Violations
03-2017,84,0.704742624,Parking Violations
04-2017,84,0.270232243,Parking Violations
05-2017,84,0.775192622,Parking Violations
06-2017,84,0.685829771,Parking Violations
07-2017,84,0.776129748,Parking Violations
08-2017,84,0.489802808,Parking Violations
09-2017,84,0.56194087,Parking Violations
10-2017,84,0.99835628,Parking Violations
11-2017,84,0.761777203,Parking Violations
12-2017,84,1.023477129,Parking Violations
01-2018,84,0.681169608,Parking Violations
02-2018,84,0.701985644,Parking Violations
03-2018,84,0.387415025,Parking Violations
04-2018,84,0.225885916,Parking Violations
05-2018,84,0.558656736,Parking Violations
06-2018,84,0.374591556,Parking Violations
07-2018,84,1.177437999,Parking Violations
08-2018,84,1.122474892,Parking Violations
09-2018,84,1.045306197,Parking Violations
10-2018,84,0.457037807,Parking Violations
11-2018,84,0.752931903,Parking Violations
12-2018,84,0.419816569,Parking Violations
01-2019,84,0.452073647,Parking Violations
02-2019,84,0.152029662,Parking Violations
03-2019,84,0.298761014,Parking Violations
04-2019,84,0.677324538,Parking Violations
05-2019,84,0.562067617,Parking Violations
06-2019,84,0.858340276,Parking Violations
07-2019,84,0.720572526,Parking Violations
08-2019,84,0.473333887,Parking Violations
09-2019,84,0.172495631,Parking Violations
10-2019,84,0.93133659,Parking Violations
11-2019,84,0.638244817,Parking Violations
12-2019,84,0.61865913,Parking Violations
01-2017,88,1.113640093,Parking Violations
02-2017,88,0.710860914,Parking Violations
03-2017,88,0.568480386,Parking Violations
04-2017,88,0.533249266,Parking Violations
05-2017,88,0.708133712,Parking Violations
06-2017,88,0.659319125,Parking Violations
07-2017,88,0.184491143,Parking Violations
08-2017,88,1.018256142,Parking Violations
09-2017,88,0.857916568,Parking Violations
10-2017,88,0.768153358,Parking Violations
11-2017,88,0.600874649,Parking Violations
12-2017,88,0.870222056,Parking Violations
01-2018,88,0.890913654,Parking Violations
02-2018,88,0.954229229,Parking Violations
03-2018,88,0.989793465,Parking Violations
04-2018,88,0.911848384,Parking Violations
05-2018,88,0.540749306,Parking Violations
06-2018,88,1.166182076,Parking Violations
07-2018,88,0.928972206,Parking Violations
08-2018,88,0.843240549,Parking Violations
09-2018,88,0.546689944,Parking Violations
10-2018,88,0.826024382,Parking Violations
11-2018,88,0.790507289,Parking Violations
12-2018,88,0.946431215,Parking Violations
01-2019,88,0.784996057,Parking Violations
02-2019,88,0.543445945,Parking Violations
03-2019,88,0.643341573,Parking Violations
04-2019,88,0.847035349,Parking Violations
05-2019,88,0.851336656,Parking Violations
06-2019,88,0.894344657,Parking Violations
07-2019,88,0.593969712,Parking Violations
08-2019,88,1.009724009,Parking Violations
09-2019,88,0.26938044,Parking Violations
10-2019,88,1.036187126,Parking Violations
11-2019,88,0.673071696,Parking Violations
12-2019,88,0.75225999,Parking Violations
01-2017,90,0.682992234,Parking Violations
02-2017,90,0.6144758,Parking Violations
03-2017,90,0.87442636,Parking Violations
04-2017,90,0.709728449,Parking Violations
05-2017,90,0.835374197,Parking Violations
06-2017,90,1.033738008,Parking Violations
07-2017,90,0.963521141,Parking Violations
08-2017,90,0.613055741,Parking Violations
09-2017,90,0.863930911,Parking Violations
10-2017,90,0.97185305,Parking Violations
11-2017,90,0.848575496,Parking Violations
12-2017,90,1.010963395,Parking Violations
01-2018,90,0.358151885,Parking Violations
02-2018,90,0.469159836,Parking Violations
03-2018,90,0.737264399,Parking Violations
04-2018,90,1.366792641,Parking Violations
05-2018,90,0.28179557,Parking Violations
06-2018,90,1.030653304,Parking Violations
07-2018,90,0.528511684,Parking Violations
08-2018,90,0.525113446,Parking Violations
09-2018,90,0.971764715,Parking Violations
10-2018,90,0.865597204,Parking Violations
11-2018,90,1.205411466,Parking Violations
12-2018,90,1.075547745,Parking Violations
01-2019,90,0.785553083,Parking Violations
02-2019,90,0.873212614,Parking Violations
03-2019,90,0.881815132,Parking Violations
04-2019,90,0.841396228,Parking Violations
05-2019,90,1.197259687,Parking Violations
06-2019,90,0.785249003,Parking Violations
07-2019,90,0.689368572,Parking Violations
08-2019,90,0.949176132,Parking Violations
09-2019,90,0.921395969,Parking Violations
10-2019,90,0.466961943,Parking Violations
11-2019,90,0.939095004,Parking Violations
12-2019,90,1.331138244,Parking Violations
01-2017,94,0.712508653,Parking Violations
02-2017,94,0.672133971,Parking Violations
03-2017,94,0.839449239,Parking Violations
04-2017,94,0.853746623,Parking Violations
05-2017,94,0.842256266,Parking Violations
06-2017,94,0.53220955,Parking Violations
07-2017,94,0.700611822,Parking Violations
08-2017,94,0.579539002,Parking Violations
09-2017,94,0.778225919,Parking Violations
10-2017,94,0.379837981,Parking Violations
11-2017,94,0.341075921,Parking Violations
12-2017,94,0.507991318,Parking Violations
01-2018,94,0.715948315,Parking Violations
02-2018,94,0.887713634,Parking Violations
03-2018,94,0.522802466,Parking Violations
04-2018,94,0.825902257,Parking Violations
05-2018,94,0.74166231,Parking Violations
06-2018,94,0.904546534,Parking Violations
07-2018,94,0.657940936,Parking Violations
08-2018,94,0.620682768,Parking Violations
09-2018,94,1.016843117,Parking Violations
10-2018,94,0.911273007,Parking Violations
11-2018,94,0.462199427,Parking Violations
12-2018,94,0.814889832,Parking Violations
01-2019,94,0.991581363,Parking Violations
02-2019,94,0.537380993,Parking Violations
03-2019,94,1.072498847,Parking Violations
04-2019,94,0.532405113,Parking Violations
05-2019,94,0.723186857,Parking Violations
06-2019,94,0.499190541,Parking Violations
07-2019,94,0.525301863,Parking Violations
08-2019,94,1.100483705,Parking Violations
09-2019,94,0.629704909,Parking Violations
10-2019,94,1.475383253,Parking Violations
11-2019,94,1.197622464,Parking Violations
12-2019,94,1.013580072,Parking Violations
01-2017,100,0.843916639,Parking Violations
02-2017,100,0.737307937,Parking Violations
03-2017,100,0.77209325,Parking Violations
04-2017,100,0.822721868,Parking Violations
05-2017,100,0.68599797,Parking Violations
06-2017,100,0.860054365,Parking Violations
07-2017,100,0.94559655,Parking Violations
08-2017,100,0.78174352,Parking Violations
09-2017,100,0.898925183,Parking Violations
10-2017,100,1.084694347,Parking Violations
11-2017,100,0.617143958,Parking Violations
12-2017,100,0.231507152,Parking Violations
01-2018,100,0.553805863,Parking Violations
02-2018,100,0.170698728,Parking Violations
03-2018,100,0.875523522,Parking Violations
04-2018,100,0.474668043,Parking Violations
05-2018,100,0.78843371,Parking Violations
06-2018,100,0.425505173,Parking Violations
07-2018,100,0.979017935,Parking Violations
08-2018,100,0.656905471,Parking Violations
09-2018,100,0.871701611,Parking Violations
10-2018,100,0.709393543,Parking Violations
11-2018,100,1.043289409,Parking Violations
12-2018,100,0.985892522,Parking Violations
01-2019,100,1.043860114,Parking Violations
02-2019,100,1.12413781,Parking Violations
03-2019,100,0.918357754,Parking Violations
04-2019,100,1.249196768,Parking Violations
05-2019,100,0.932855929,Parking Violations
06-2019,100,0.435144407,Parking Violations
07-2019,100,0.75103759,Parking Violations
08-2019,100,1.063705609,Parking Violations
09-2019,100,0.881125524,Parking Violations
10-2019,100,0.89874812,Parking Violations
11-2019,100,0.661177204,Parking Violations
12-2019,100,0.950014292,Parking Violations
01-2017,101,1.014945434,Parking Violations
02-2017,101,0.814126849,Parking Violations
03-2017,101,0.427880956,Parking Violations
04-2017,101,1.106212327,Parking Violations
05-2017,101,0.650280446,Parking Violations
06-2017,101,0.399333792,Parking Violations
07-2017,101,0.844966604,Parking Violations
08-2017,101,0.780003654,Parking Violations
09-2017,101,0.731498017,Parking Violations
10-2017,101,0.355509699,Parking Violations
11-2017,101,0.8239625,Parking Violations
12-2017,101,0.33864798,Parking Violations
01-2018,101,0.234019794,Parking Violations
02-2018,101,0.55272832,Parking Violations
03-2018,101,0.793375493,Parking Violations
04-2018,101,0.957935905,Parking Violations
05-2018,101,0.974918429,Parking Violations
06-2018,101,0.791856836,Parking Violations
07-2018,101,1.027457366,Parking Violations
08-2018,101,0.942962753,Parking Violations
09-2018,101,0.256721859,Parking Violations
10-2018,101,0.760009659,Parking Violations
11-2018,101,0.309645965,Parking Violations
12-2018,101,0.653309349,Parking Violations
01-2019,101,0.629324542,Parking Violations
02-2019,101,0.472824792,Parking Violations
03-2019,101,0.850524338,Parking Violations
04-2019,101,0.640258026,Parking Violations
05-2019,101,0.280332916,Parking Violations
06-2019,101,1.061057227,Parking Violations
07-2019,101,0.710250013,Parking Violations
08-2019,101,0.616655589,Parking Violations
09-2019,101,0.97060992,Parking Violations
10-2019,101,0.006691757,Parking Violations
11-2019,101,0.478701092,Parking Violations
12-2019,101,0.580773167,Parking Violations
01-2017,102,0.034737822,Parking Violations
02-2017,102,0.699454419,Parking Violations
03-2017,102,1.061088486,Parking Violations
04-2017,102,0.369349635,Parking Violations
05-2017,102,0.944948226,Parking Violations
06-2017,102,0.965531227,Parking Violations
07-2017,102,0.641027341,Parking Violations
08-2017,102,0.666297499,Parking Violations
09-2017,102,0.751551311,Parking Violations
10-2017,102,0.584709712,Parking Violations
11-2017,102,0.947245406,Parking Violations
12-2017,102,0.687362538,Parking Violations
01-2018,102,0.618453427,Parking Violations
02-2018,102,0.405845477,Parking Violations
03-2018,102,0.744642086,Parking Violations
04-2018,102,0.557798341,Parking Violations
05-2018,102,1.271213576,Parking Violations
06-2018,102,1.0677658,Parking Violations
07-2018,102,0.881844035,Parking Violations
08-2018,102,0.706631821,Parking Violations
09-2018,102,0.7573863,Parking Violations
10-2018,102,0.853579321,Parking Violations
11-2018,102,0.940303005,Parking Violations
12-2018,102,0.840906081,Parking Violations
01-2019,102,0.752706134,Parking Violations
02-2019,102,0.758121611,Parking Violations
03-2019,102,0.731707049,Parking Violations
04-2019,102,1.044111805,Parking Violations
05-2019,102,0.874714358,Parking Violations
06-2019,102,0.429032707,Parking Violations
07-2019,102,0.345947766,Parking Violations
08-2019,102,0.54813412,Parking Violations
09-2019,102,1.564957254,Parking Violations
10-2019,102,0.858367145,Parking Violations
11-2019,102,1.080140267,Parking Violations
12-2019,102,0.973042885,Parking Violations
01-2017,103,0.855862795,Parking Violations
02-2017,103,0.924834383,Parking Violations
03-2017,103,0.649745926,Parking Violations
04-2017,103,0.899432389,Parking Violations
05-2017,103,0.740968716,Parking Violations
06-2017,103,0.738604108,Parking Violations
07-2017,103,1.21899027,Parking Violations
08-2017,103,0.624475629,Parking Violations
09-2017,103,0.698954657,Parking Violations
10-2017,103,1.296602748,Parking Violations
11-2017,103,0.306791764,Parking Violations
12-2017,103,0.822471874,Parking Violations
01-2018,103,0.494066796,Parking Violations
02-2018,103,0.952276739,Parking Violations
03-2018,103,0.969402088,Parking Violations
04-2018,103,0.901814643,Parking Violations
05-2018,103,1.065756385,Parking Violations
06-2018,103,0.459750207,Parking Violations
07-2018,103,0.543876978,Parking Violations
08-2018,103,0.698042835,Parking Violations
09-2018,103,0.554406766,Parking Violations
10-2018,103,0.972778431,Parking Violations
11-2018,103,0.544007484,Parking Violations
12-2018,103,0.753560808,Parking Violations
01-2019,103,1.60726246,Parking Violations
02-2019,103,0.557895829,Parking Violations
03-2019,103,1.087629259,Parking Violations
04-2019,103,1.063359246,Parking Violations
05-2019,103,0.396873775,Parking Violations
06-2019,103,0.669746781,Parking Violations
07-2019,103,0.765606993,Parking Violations
08-2019,103,0.449718317,Parking Violations
09-2019,103,0.85519168,Parking Violations
10-2019,103,0.473481811,Parking Violations
11-2019,103,1.07501964,Parking Violations
12-2019,103,0.621939594,Parking Violations
01-2017,104,0.625972474,Parking Violations
02-2017,104,1.00223522,Parking Violations
03-2017,104,0.644189788,Parking Violations
04-2017,104,1.129805657,Parking Violations
05-2017,104,0.779878057,Parking Violations
06-2017,104,0.362137305,Parking Violations
07-2017,104,0.500506969,Parking Violations
08-2017,104,0.495129013,Parking Violations
09-2017,104,0.883817566,Parking Violations
10-2017,104,0.658769892,Parking Violations
11-2017,104,1.316969986,Parking Violations
12-2017,104,0.783334384,Parking Violations
01-2018,104,0.990529684,Parking Violations
02-2018,104,0.74313542,Parking Violations
03-2018,104,0.997190754,Parking Violations
04-2018,104,0.70997751,Parking Violations
05-2018,104,0.781199398,Parking Violations
06-2018,104,0.568622996,Parking Violations
07-2018,104,0.860139601,Parking Violations
08-2018,104,1.032352174,Parking Violations
09-2018,104,0.616188342,Parking Violations
10-2018,104,0.625785361,Parking Violations
11-2018,104,0.940844915,Parking Violations
12-2018,104,0.325554684,Parking Violations
01-2019,104,0.714145382,Parking Violations
02-2019,104,0.451676314,Parking Violations
03-2019,104,1.069842253,Parking Violations
04-2019,104,0.271739732,Parking Violations
05-2019,104,0.975464735,Parking Violations
06-2019,104,0.663641819,Parking Violations
07-2019,104,1.191531353,Parking Violations
08-2019,104,0.658206371,Parking Violations
09-2019,104,0.925828025,Parking Violations
10-2019,104,1.018886068,Parking Violations
11-2019,104,0.294497704,Parking Violations
12-2019,104,0.671761459,Parking Violations
01-2017,105,0.61552156,Parking Violations
02-2017,105,0.70144714,Parking Violations
03-2017,105,0.414512237,Parking Violations
04-2017,105,0.670862254,Parking Violations
05-2017,105,1.007359902,Parking Violations
06-2017,105,0.821675163,Parking Violations
07-2017,105,0.895296386,Parking Violations
08-2017,105,0.4939855,Parking Violations
09-2017,105,0.707685555,Parking Violations
10-2017,105,0.638241881,Parking Violations
11-2017,105,-0.110504922,Parking Violations
12-2017,105,0.672782349,Parking Violations
01-2018,105,0.856077866,Parking Violations
02-2018,105,0.739131069,Parking Violations
03-2018,105,0.243864619,Parking Violations
04-2018,105,0.831045493,Parking Violations
05-2018,105,0.673503051,Parking Violations
06-2018,105,0.794404388,Parking Violations
07-2018,105,0.198686394,Parking Violations
08-2018,105,0.635973792,Parking Violations
09-2018,105,0.90237757,Parking Violations
10-2018,105,0.689086281,Parking Violations
11-2018,105,0.33904646,Parking Violations
12-2018,105,0.294220764,Parking Violations
01-2019,105,1.026275068,Parking Violations
02-2019,105,0.965247635,Parking Violations
03-2019,105,0.575499329,Parking Violations
04-2019,105,0.864497741,Parking Violations
05-2019,105,0.367756401,Parking Violations
06-2019,105,0.744386683,Parking Violations
07-2019,105,0.597522866,Parking Violations
08-2019,105,0.738709083,Parking Violations
09-2019,105,0.901402776,Parking Violations
10-2019,105,0.558399665,Parking Violations
11-2019,105,0.808515401,Parking Violations
12-2019,105,0.647910347,Parking Violations
01-2017,106,0.767489385,Parking Violations
02-2017,106,1.003078414,Parking Violations
03-2017,106,0.48930329,Parking Violations
04-2017,106,0.714254897,Parking Violations
05-2017,106,0.977834838,Parking Violations
06-2017,106,0.513213659,Parking Violations
07-2017,106,0.600415636,Parking Violations
08-2017,106,0.462984542,Parking Violations
09-2017,106,-0.082829447,Parking Violations
10-2017,106,0.749454715,Parking Violations
11-2017,106,0.566499857,Parking Violations
12-2017,106,0.80481907,Parking Violations
01-2018,106,0.682499828,Parking Violations
02-2018,106,0.979342082,Parking Violations
03-2018,106,0.95216648,Parking Violations
04-2018,106,0.643820926,Parking Violations
05-2018,106,0.484217858,Parking Violations
06-2018,106,0.685104741,Parking Violations
07-2018,106,0.501185949,Parking Violations
08-2018,106,0.79130858,Parking Violations
09-2018,106,0.934714542,Parking Violations
10-2018,106,0.465669469,Parking Violations
11-2018,106,0.855954096,Parking Violations
12-2018,106,0.709532382,Parking Violations
01-2019,106,0.729363603,Parking Violations
02-2019,106,0.647538794,Parking Violations
03-2019,106,1.018753134,Parking Violations
04-2019,106,0.888005188,Parking Violations
05-2019,106,0.967418356,Parking Violations
06-2019,106,0.63394484,Parking Violations
07-2019,106,0.849945191,Parking Violations
08-2019,106,0.690540118,Parking Violations
09-2019,106,0.85970073,Parking Violations
10-2019,106,0.38061959,Parking Violations
11-2019,106,0.800718775,Parking Violations
12-2019,106,0.963699808,Parking Violations
01-2017,107,0.697678094,Parking Violations
02-2017,107,1.03636623,Parking Violations
03-2017,107,1.011597353,Parking Violations
04-2017,107,0.948542347,Parking Violations
05-2017,107,0.476888342,Parking Violations
06-2017,107,0.824205129,Parking Violations
07-2017,107,0.478736612,Parking Violations
08-2017,107,0.941180795,Parking Violations
09-2017,107,0.766904212,Parking Violations
10-2017,107,0.854484097,Parking Violations
11-2017,107,0.663818797,Parking Violations
12-2017,107,0.772560194,Parking Violations
01-2018,107,0.691280339,Parking Violations
02-2018,107,0.449700664,Parking Violations
03-2018,107,0.718032824,Parking Violations
04-2018,107,0.715937375,Parking Violations
05-2018,107,0.671453211,Parking Violations
06-2018,107,0.784049055,Parking Violations
07-2018,107,0.777495652,Parking Violations
08-2018,107,0.698970069,Parking Violations
09-2018,107,0.647271837,Parking Violations
10-2018,107,0.414886469,Parking Violations
11-2018,107,0.751866871,Parking Violations
12-2018,107,0.921420544,Parking Violations
01-2019,107,0.936203057,Parking Violations
02-2019,107,1.255463529,Parking Violations
03-2019,107,0.793339212,Parking Violations
04-2019,107,0.635618125,Parking Violations
05-2019,107,0.583857361,Parking Violations
06-2019,107,0.474132492,Parking Violations
07-2019,107,0.579369517,Parking Violations
08-2019,107,0.801754077,Parking Violations
09-2019,107,0.526096836,Parking Violations
10-2019,107,0.951224795,Parking Violations
11-2019,107,0.371278005,Parking Violations
12-2019,107,0.481125337,Parking Violations
01-2017,108,0.882117277,Parking Violations
02-2017,108,0.711769138,Parking Violations
03-2017,108,0.922238402,Parking Violations
04-2017,108,0.828644895,Parking Violations
05-2017,108,0.588609944,Parking Violations
06-2017,108,0.710015017,Parking Violations
07-2017,108,0.433040445,Parking Violations
08-2017,108,0.888566989,Parking Violations
09-2017,108,0.853028864,Parking Violations
10-2017,108,0.774198857,Parking Violations
11-2017,108,0.599966016,Parking Violations
12-2017,108,0.529678595,Parking Violations
01-2018,108,0.536577409,Parking Violations
02-2018,108,0.243019934,Parking Violations
03-2018,108,0.484083218,Parking Violations
04-2018,108,0.304077103,Parking Violations
05-2018,108,0.691438041,Parking Violations
06-2018,108,0.788852415,Parking Violations
07-2018,108,1.065640239,Parking Violations
08-2018,108,0.767068552,Parking Violations
09-2018,108,0.589044293,Parking Violations
10-2018,108,0.6397312,Parking Violations
11-2018,108,0.996804048,Parking Violations
12-2018,108,0.943468255,Parking Violations
01-2019,108,0.481972931,Parking Violations
02-2019,108,1.211311894,Parking Violations
03-2019,108,0.816840312,Parking Violations
04-2019,108,0.928923322,Parking Violations
05-2019,108,0.60839042,Parking Violations
06-2019,108,0.683037183,Parking Violations
07-2019,108,0.604684368,Parking Violations
08-2019,108,0.684753666,Parking Violations
09-2019,108,0.86658251,Parking Violations
10-2019,108,0.721787505,Parking Violations
11-2019,108,0.798768294,Parking Violations
12-2019,108,0.661638665,Parking Violations
01-2017,109,0.523725816,Parking Violations
02-2017,109,0.848035636,Parking Violations
03-2017,109,0.756074344,Parking Violations
04-2017,109,1.141145805,Parking Violations
05-2017,109,0.967836846,Parking Violations
06-2017,109,0.873714532,Parking Violations
07-2017,109,0.581711874,Parking Violations
08-2017,109,0.661456385,Parking Violations
09-2017,109,1.267428471,Parking Violations
10-2017,109,0.665904424,Parking Violations
11-2017,109,0.889795914,Parking Violations
12-2017,109,1.196409301,Parking Violations
01-2018,109,0.356493025,Parking Violations
02-2018,109,0.728955767,Parking Violations
