precinct,maximum_ticketed_car_type,percentage_maximum_ticketed_car_type,maximum_ticketed_vehicle_color,percentage_maximum_ticketed_vehicle_color,maximum_ticketed_violation_code,maximum_ticketed_violation_definition,maximum_ticketed_plate_type,percent_maximum_ticketed_plate_type,quotas_condition_met,max_tickets_issued_time_of_day,collisions,time
69,4 Door Sedan,49.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,True,Morning,107.0,8-2022
70,Suburban,47.0,BLACK,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,104.0,8-2022
71,Suburban,47.0,GRAY,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,104.0,8-2022
72,Suburban,54.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,142.0,8-2022
73,4 Door Sedan,47.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,92.0,False,Morning,112.0,8-2022
75,4 Door Sedan,50.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,True,Morning,309.0,8-2022
76,Suburban,53.0,BLACK,35.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,True,Morning,57.0,8-2022
77,Suburban,47.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,93.0,True,Morning,96.0,8-2022
78,Suburban,56.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,72.0,8-2022
79,Suburban,49.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,False,Morning,113.0,8-2022
81,Suburban,45.0,BLACK,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,93.0,False,Morning,62.0,8-2022
83,Suburban,44.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,93.0,False,Morning,129.0,8-2022
84,Suburban,44.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,True,Afternoon,88.0,8-2022
88,Suburban,48.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Afternoon,82.0,8-2022
90,Suburban,52.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,184.0,8-2022
94,Suburban,48.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,122.0,8-2022
100,Suburban,46.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,92.0,False,Afternoon,40.0,8-2022
101,4 Door Sedan,50.0,BLACK,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,95.0,True,Night,45.0,8-2022
102,Suburban,42.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,False,Morning,117.0,8-2022
103,4 Door Sedan,44.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,131.0,8-2022
104,Suburban,46.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Morning,169.0,8-2022
105,4 Door Sedan,42.0,WHITE,31.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,83.0,False,Night,287.0,8-2022
106,Suburban,43.0,GRAY,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,85.0,False,Afternoon,150.0,8-2022
107,Suburban,45.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,True,Morning,155.0,8-2022
108,Suburban,43.0,BLACK,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,79.0,True,Morning,170.0,8-2022
109,Suburban,52.0,WHITE,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,83.0,True,Morning,245.0,8-2022
110,Suburban,48.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,False,Morning,182.0,8-2022
111,Suburban,49.0,WHITE,29.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,86.0,False,Afternoon,115.0,8-2022
112,Suburban,46.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,84.0,False,Morning,78.0,8-2022
113,4 Door Sedan,44.0,WHITE,31.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,80.0,False,Night,140.0,8-2022
114,Suburban,43.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,False,Morning,168.0,8-2022
115,Suburban,47.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,False,Morning,166.0,8-2022
120,Suburban,48.0,GRAY,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,91.0,True,Morning,127.0,8-2022
121,Suburban,47.0,BLACK,32.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,91.0,False,Morning,131.0,8-2022
122,Suburban,52.0,BLACK,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,91.0,True,Afternoon,137.0,8-2022
123,Suburban,46.0,BLACK,32.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,92.0,False,Morning,69.0,8-2022
1,Suburban,30.0,WHITE,39.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,65.0,True,Afternoon,85.0,9-2022
5,Suburban,37.0,WHITE,34.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,73.0,True,Afternoon,90.0,9-2022
6,Suburban,33.0,WHITE,45.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,61.0,True,Morning,35.0,9-2022
7,Suburban,37.0,WHITE,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,76.0,True,Afternoon,63.0,9-2022
9,Suburban,33.0,WHITE,42.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,61.0,True,Afternoon,43.0,9-2022
10,Suburban,27.0,WHITE,47.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,62.0,True,Morning,69.0,9-2022
13,Van,28.0,WHITE,48.0,69.0,"Failing to show a parking meter receipt, commercial meter zone.",passenger,59.0,True,Morning,78.0,9-2022
14,Van,32.0,WHITE,53.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,56.0,True,Afternoon,79.0,9-2022
17,Van,31.0,WHITE,53.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,56.0,True,Morning,78.0,9-2022
18,Van,31.0,WHITE,53.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,57.0,True,Afternoon,94.0,9-2022
19,Suburban,34.0,WHITE,38.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,65.0,True,Morning,128.0,9-2022
20,Suburban,37.0,WHITE,36.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,69.0,True,Morning,62.0,9-2022
22,Suburban,38.0,BLACK,42.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,,Morning,5.0,9-2022
23,Suburban,40.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,True,Afternoon,75.0,9-2022
24,Suburban,41.0,WHITE,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,75.0,True,Morning,50.0,9-2022
25,Suburban,43.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,True,Morning,114.0,9-2022
26,Suburban,41.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,True,Morning,40.0,9-2022
28,Suburban,41.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,True,Morning,43.0,9-2022
30,4 Door Sedan,42.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,True,Morning,53.0,9-2022
32,Suburban,43.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,60.0,9-2022
33,Suburban,41.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,True,Morning,73.0,9-2022
34,Suburban,44.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Night,69.0,9-2022
40,Suburban,42.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Morning,124.0,9-2022
41,Suburban,44.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,True,Morning,89.0,9-2022
42,4 Door Sedan,44.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,True,Morning,81.0,9-2022
43,Suburban,43.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,True,Morning,164.0,9-2022
44,Suburban,43.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,True,Morning,144.0,9-2022
45,Suburban,46.0,BLACK,30.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,88.0,True,Morning,113.0,9-2022
46,4 Door Sedan,45.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,True,Morning,108.0,9-2022
47,4 Door Sedan,45.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,True,Morning,168.0,9-2022
48,4 Door Sedan,43.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,110.0,9-2022
49,Suburban,44.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,True,Morning,109.0,9-2022
50,Suburban,45.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,84.0,9-2022
52,Suburban,44.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,136.0,9-2022
60,Suburban,50.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,True,Morning,96.0,9-2022
61,Suburban,53.0,BLACK,34.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,88.0,True,Morning,118.0,9-2022
62,Suburban,52.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,True,Morning,126.0,9-2022
63,Suburban,45.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Night,128.0,9-2022
66,Suburban,63.0,GRAY,35.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,False,Morning,109.0,9-2022
67,4 Door Sedan,48.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,True,Morning,192.0,9-2022
68,Suburban,52.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,129.0,9-2022
69,4 Door Sedan,49.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,True,Morning,105.0,9-2022
70,Suburban,45.0,BLACK,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,False,Morning,102.0,9-2022
71,Suburban,45.0,GRAY,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,96.0,9-2022
72,Suburban,56.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,True,Morning,137.0,9-2022
73,4 Door Sedan,47.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,94.0,True,Morning,126.0,9-2022
75,4 Door Sedan,49.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,92.0,True,Morning,260.0,9-2022
76,Suburban,57.0,BLACK,35.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,68.0,9-2022
77,Suburban,48.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,92.0,True,Morning,110.0,9-2022
78,Suburban,58.0,BLACK,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,True,Morning,103.0,9-2022
79,Suburban,47.0,BLACK,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,True,Morning,116.0,9-2022
81,Suburban,47.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,94.0,True,Morning,53.0,9-2022
83,Suburban,46.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,93.0,True,Morning,157.0,9-2022
84,Suburban,44.0,BLACK,31.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,81.0,True,Afternoon,101.0,9-2022
88,Suburban,48.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,True,Afternoon,82.0,9-2022
90,Suburban,56.0,BLACK,35.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,False,Morning,174.0,9-2022
94,Suburban,49.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,113.0,9-2022
100,Suburban,45.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,93.0,False,Morning,41.0,9-2022
101,4 Door Sedan,49.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,95.0,False,Morning,74.0,9-2022
102,Suburban,43.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,84.0,True,Morning,105.0,9-2022
103,4 Door Sedan,43.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,True,Morning,114.0,9-2022
104,Suburban,45.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,True,Morning,155.0,9-2022
105,4 Door Sedan,41.0,WHITE,31.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,85.0,True,Night,240.0,9-2022
106,Suburban,44.0,GRAY,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,82.0,True,Afternoon,144.0,9-2022
107,Suburban,45.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,True,Morning,164.0,9-2022
108,Suburban,43.0,BLACK,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,80.0,True,Morning,183.0,9-2022
109,Suburban,51.0,WHITE,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,82.0,True,Morning,215.0,9-2022
110,Suburban,48.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,True,Morning,169.0,9-2022
111,Suburban,48.0,BLACK,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,89.0,True,Afternoon,119.0,9-2022
112,Suburban,47.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,True,Morning,88.0,9-2022
113,4 Door Sedan,43.0,WHITE,30.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,82.0,True,Night,151.0,9-2022
114,Suburban,43.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,84.0,True,Morning,174.0,9-2022
115,Suburban,47.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,True,Morning,144.0,9-2022
120,Suburban,46.0,GRAY,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,93.0,False,Morning,101.0,9-2022
121,Suburban,49.0,BLACK,32.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,91.0,False,Morning,133.0,9-2022
122,Suburban,53.0,BLACK,33.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,92.0,True,Morning,182.0,9-2022
123,Suburban,49.0,BLACK,35.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,92.0,False,Morning,62.0,9-2022
1,Suburban,33.0,WHITE,39.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,66.0,False,Afternoon,77.0,10-2022
5,Suburban,38.0,WHITE,34.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,73.0,False,Afternoon,69.0,10-2022
6,Suburban,32.0,WHITE,45.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,60.0,False,Afternoon,56.0,10-2022
7,Suburban,38.0,WHITE,32.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,76.0,False,Afternoon,54.0,10-2022
9,Suburban,34.0,WHITE,42.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,63.0,False,Afternoon,38.0,10-2022
10,Suburban,28.0,WHITE,46.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,63.0,False,Morning,73.0,10-2022
13,Suburban,29.0,WHITE,47.0,69.0,"Failing to show a parking meter receipt, commercial meter zone.",passenger,59.0,False,Morning,74.0,10-2022
14,Van,32.0,WHITE,54.0,69.0,"Failing to show a parking meter receipt, commercial meter zone.",passenger,55.0,False,Afternoon,84.0,10-2022
17,Van,30.0,WHITE,52.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,57.0,False,Morning,60.0,10-2022
18,Van,29.0,WHITE,51.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,57.0,False,Morning,106.0,10-2022
19,Suburban,37.0,WHITE,38.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,65.0,False,Morning,131.0,10-2022
20,Suburban,40.0,WHITE,36.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,69.0,False,Morning,52.0,10-2022
22,Suburban,36.0,GRAY,36.0,31.0,Standing of a non-commercial vehicle in a commercial metered zone.,passenger,73.0,,Afternoon,4.0,10-2022
23,Suburban,39.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,False,Afternoon,72.0,10-2022
24,Suburban,42.0,WHITE,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,74.0,False,Morning,59.0,10-2022
25,Suburban,42.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,False,Morning,108.0,10-2022
26,Suburban,41.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,False,Morning,45.0,10-2022
28,Suburban,42.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,False,Morning,52.0,10-2022
30,Suburban,42.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Morning,54.0,10-2022
32,4 Door Sedan,44.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Night,47.0,10-2022
33,Suburban,43.0,WHITE,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,False,Afternoon,73.0,10-2022
34,Suburban,45.0,BLACK,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Afternoon,93.0,10-2022
40,Suburban,43.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,129.0,10-2022
41,Suburban,45.0,WHITE,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,102.0,10-2022
42,4 Door Sedan,44.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,False,Morning,86.0,10-2022
43,Suburban,44.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Morning,171.0,10-2022
44,Suburban,45.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Morning,153.0,10-2022
45,Suburban,46.0,GRAY,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,87.0,False,Morning,165.0,10-2022
46,Suburban,45.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,125.0,10-2022
47,4 Door Sedan,45.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,168.0,10-2022
48,Suburban,44.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,99.0,10-2022
49,Suburban,44.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,104.0,10-2022
50,Suburban,47.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,False,Morning,92.0,10-2022
52,Suburban,46.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,158.0,10-2022
60,Suburban,48.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,86.0,10-2022
61,Suburban,54.0,BLACK,34.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,87.0,False,Morning,113.0,10-2022
62,Suburban,52.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Morning,142.0,10-2022
63,Suburban,47.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,128.0,10-2022
66,Suburban,67.0,GRAY,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,True,Morning,96.0,10-2022
67,4 Door Sedan,47.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,False,Morning,152.0,10-2022
68,Suburban,52.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,136.0,10-2022
69,4 Door Sedan,48.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,86.0,10-2022
70,Suburban,50.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,109.0,10-2022
71,Suburban,48.0,GRAY,35.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,True,Morning,98.0,10-2022
72,Suburban,53.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,127.0,10-2022
73,4 Door Sedan,48.0,GRAY,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,93.0,False,Morning,107.0,10-2022
75,4 Door Sedan,48.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,False,Morning,297.0,10-2022
76,Suburban,58.0,BLACK,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,False,Morning,68.0,10-2022
77,Suburban,47.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,93.0,False,Morning,102.0,10-2022
78,Suburban,58.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,77.0,10-2022
79,Suburban,52.0,GRAY,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,True,Morning,99.0,10-2022
81,Suburban,45.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,93.0,True,Afternoon,73.0,10-2022
83,Suburban,47.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,False,Morning,137.0,10-2022
84,Suburban,45.0,BLACK,32.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,82.0,False,Afternoon,98.0,10-2022
88,Suburban,50.0,BLACK,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Afternoon,80.0,10-2022
90,Suburban,57.0,GRAY,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,189.0,10-2022
94,Suburban,50.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,121.0,10-2022
100,Suburban,43.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,92.0,False,Morning,36.0,10-2022
101,4 Door Sedan,49.0,GRAY,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,94.0,True,Night,62.0,10-2022
102,Suburban,44.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,116.0,10-2022
103,4 Door Sedan,43.0,GRAY,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,87.0,False,Morning,146.0,10-2022
104,Suburban,46.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,False,Morning,163.0,10-2022
105,4 Door Sedan,42.0,BLACK,30.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,90.0,False,Afternoon,265.0,10-2022
106,Suburban,45.0,GRAY,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,83.0,False,Afternoon,169.0,10-2022
107,Suburban,47.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,False,Morning,158.0,10-2022
108,Suburban,44.0,BLACK,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,81.0,False,Morning,200.0,10-2022
109,Suburban,52.0,WHITE,32.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,81.0,False,Morning,191.0,10-2022
110,Suburban,49.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,False,Morning,155.0,10-2022
111,Suburban,52.0,BLACK,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,90.0,False,Afternoon,147.0,10-2022
112,Suburban,47.0,BLACK,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,85.0,False,Morning,104.0,10-2022
113,4 Door Sedan,45.0,BLACK,30.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,86.0,False,Night,168.0,10-2022
114,Suburban,44.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,84.0,False,Morning,202.0,10-2022
115,Suburban,48.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,False,Morning,150.0,10-2022
120,Suburban,48.0,BLACK,32.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,92.0,False,Morning,97.0,10-2022
121,Suburban,48.0,BLACK,33.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,90.0,False,Morning,144.0,10-2022
122,Suburban,51.0,BLACK,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,89.0,True,Morning,167.0,10-2022
123,Suburban,51.0,BLACK,33.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,91.0,False,Morning,70.0,10-2022
1,Suburban,32.0,WHITE,41.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,64.0,False,Afternoon,71.0,11-2022
